Date,GS,JPM,HSBC,UBS,WMT,KO,PG,PM,NEE,DUK,D,SO,BA,CAT,GE,MMM,XOM,CVX,COP,SLB
2018-09-07,-0.002601096078657994,0.0019281452285551115,-0.011085461613019043,-0.008860779431437704,-0.006428238495315264,-0.0010923304369335751,-0.008953439322289314,-0.0002543551126442667,-0.009895290711474325,-0.011980375248208275,-0.010934233724991471,-0.031249855352856293,-0.0056650683267788216,-0.0017660313685206042,-0.008792927257821992,-0.0007991294298618223,0.017027243605367337,-0.005467478002013304,-0.004536510126906257,-0.008470285876085226
2018-09-10,-0.008550253797677376,-0.005335842293719639,0.00210189833241059,-0.007662871884765443,0.011165664360823335,0.007436407983749005,0.005737900894906778,-0.0027990355830725955,-0.00040682193046470694,-0.0019399964058065544,0.011475016270980243,0.0006766340128350201,-0.021243722875848747,0.005165657238764609,0.008870928688489155,0.001693457623487049,-0.0014665278586930564,-0.0010470748486499648,0.013244123260579777,0.00469015373347359
2018-09-11,-0.007330466262393753,0.006331881580665,-0.002330428233866755,-0.003861022462860131,-0.0026832562868505105,-0.000868326548485121,-0.004491342604689752,-0.011865396830404551,0.0006975958139054939,-0.01129878377267668,-0.009408071808060359,-0.0042831759815379344,0.009916308666863216,-0.000140965584981112,-0.014388434077466927,-0.0054008247971008005,0.014074238219998536,0.004716989235298286,0.004497516598187534,0.005668516015355118
2018-09-12,-0.008948453233508569,-0.011797633370114191,0.0028030113601233975,-0.0006459866030156247,-0.006932962311193336,0.004780552844229957,0.0134130545676443,0.03357020829468227,0.002033072322095819,-0.006021096580175023,-0.00041886277424529883,-0.0011319826377736986,0.023635073562814357,0.015841781477830663,0.02270894181351646,-0.023939879214093907,0.003258396026877719,0.00669444424391008,0.006995983005777973,0.00828913303600931
2018-09-13,0.0007890566552246625,0.003891083834417941,0.015839688688199516,0.007110514050480354,-0.008856849782298726,-0.0004363169450626314,0.004090855998662102,-0.0033729491477793028,0.01217396920514191,0.015576720461904836,0.008523189097306094,0.0038531834186272818,0.005800704216708752,0.008733030052454627,0.007930117520662527,0.011320205995436261,-0.009743804959032154,0.004404596560711349,0.008058873293587565,0.0032883606261471243
2018-09-14,0.003985422195054822,-0.00017620872085888362,-0.0013758570786375213,0.002567429109568531,-0.005571960005768095,0.0034912319784194956,0.0019172908753908313,-0.005640395097539663,-0.005441076432561087,-0.0054779527040828,-0.004433545447834475,-0.0088055839510085,0.012209465490330418,-0.004397501370385193,0.007148107392688008,-0.005596709654300591,0.007288764977316342,0.009286272507340154,0.013094475467342104,0.003441439445922123
2018-09-17,-0.005888981165016571,0.002995631437382018,-0.00045910420333006297,0.0025608542976991444,0.0024315840593329696,0.007175465226198163,0.007654672521631767,0.012227448073317104,0.0012093949200584486,0.004651243350266565,0.001809180691598744,0.011161676467066783,-0.010672652733236254,0.009109796237931844,0.0015773223738808628,0.007937147208548101,0.00590925652889962,0.0011075552163777314,0.010067927648720776,-0.004246230620601477
2018-09-18,0.004388090978828085,0.004040675268318861,-0.005513419673023212,0.0031928745082343557,0.006433150950237776,-0.00841966003525807,-0.0029674281649859635,0.0003734383214237802,-0.0024156912133204145,-0.0019493158800263366,-0.0009724933502287536,0.009011121120633181,0.021406940583232004,0.019491204918772098,-0.003149758860581553,0.009545255085050552,0.0026374562219697584,0.00527607760816684,0.010775949832053433,0.00032805125202095553
2018-09-19,0.029228119637686012,0.029046496550343415,0.02078986754690315,0.016549957363358736,-0.0019909193053465613,0.0006530677732603518,0.0,0.007220345339186807,-0.024619572559002267,-0.02233883390213931,-0.018075562714485627,-0.024335856977440673,0.004510621181037067,0.024753506980677464,0.015797978948721925,0.007516682335425351,0.011957587142275017,0.011682175445206777,0.006529727347516223,0.003934995850785272
2018-09-20,0.007725539875476528,0.008586826127552571,0.013577771006385575,0.042579753964216094,0.0053548478717901915,0.014795504866085718,0.016190530012208493,0.020269531861080603,0.000591218450233244,0.006617616294950501,-0.004248029994755598,-0.009382118140161433,0.006133444711486247,0.02120973451266761,-0.031104243993754,0.010088278036856746,0.0022451034162749295,-0.0007531619056397876,-0.0022506614872888075,0.005552863703599975
2018-09-21,-0.008677375991464231,-0.006574993661282447,0.0029024523929204182,-0.008408364702487736,0.001566671933026953,-0.0012864281087572316,0.00538892360607246,0.014536418422133934,0.008802390390039161,-0.009923137362516488,0.007536940399318182,0.01663198908661423,0.012980973850011956,0.0024359968064346926,-0.023274412526273824,0.004923986782657375,0.004126314271349463,0.014319250168062903,0.012207923881430771,-0.007146317682312664
2018-09-24,-0.010367993808699127,-0.009588475625860737,-0.006010620588102311,-0.006662607471223159,-0.010219134106188243,-0.010948899650257693,-0.018061068592098994,-0.02555212735552459,-0.011419548034298233,-0.002630906293634716,-0.010867984038236966,-0.0040899192797209105,-0.011390816605951981,-0.015219482021203268,-0.03533280153205398,-0.013035703760101547,0.016789884893577467,0.012300816503765022,0.01022554675937859,0.007688509591770698
2018-09-25,-0.001717508615293295,-0.0028271994379492904,0.002463377627759167,-0.004268366666090206,0.0018964800342893273,-0.00846543861021809,-0.013646495146309112,-0.0069591502830730345,-0.011610662875770839,-0.010049135855090485,-0.007562751730551653,-0.025097014186961197,-0.0020652482327163657,0.0005844048862027051,-0.04003407586591212,-0.013442000539730325,-0.0011547336719366363,0.006116557795122324,0.013625856550594007,0.015097346777550147
2018-09-26,-0.015569759260936844,-0.011770825182856992,0.003127970754543963,-0.0006123620813104358,-0.005362827384123747,0.003721576889144984,0.0016842324064900716,0.007383319912396491,-0.014384057927383065,-0.00913594806986906,-0.010495931829406002,-0.0016381677855140664,-0.005990842414905995,-0.005970553339629037,0.010647697179577476,0.0020414402955277744,-0.00832361912124524,-0.011510169372715429,-0.010626119406548118,-0.026387228729418344
2018-09-27,-0.0049807927802207885,-0.0043471059355244535,-0.00044539521741382426,-0.012254810582243758,-0.004863157322182343,0.00348961961579608,-0.0048042579454323775,0.01254657837934925,0.006932114258163535,0.010885016992850938,0.004649669008484736,0.013595971198491652,0.006465268707406935,-0.004570016144595845,0.012291483677244308,-0.0045482260701574795,-0.00011674668742700511,0.00426400461086196,0.00310555071157248,0.004763411622003888
2018-09-28,-0.015368444228219036,-0.014669946005479106,-0.01983070998543579,-0.02419363068458069,-0.00233701422911059,0.003912172866062491,0.0044654241423434105,0.0003679290963802817,0.012138441949695267,0.013681200990613762,0.0164883175457069,0.008325524887601965,0.01227574270058529,0.0001312240674624654,-0.02081527732222943,0.002855648371236086,-0.00874426868408984,-0.0015513886893546713,-0.001547961490332317,-0.004086940642968551
2018-10-01,0.004860860618610019,0.005849035374730027,0.002727847025448371,-0.01017165105277218,0.005217629014948821,0.0008660331654766207,0.005286483173625456,0.0034340177111160664,-0.0036395153928420187,-0.005873403341141059,-0.0025611841544264102,-0.009632997482992178,0.027937682250073204,-0.001377244332392502,0.07085918107693323,0.007023863832461119,0.009292000773393427,0.01725546406420908,0.03217058796185657,0.010998027742477046
2018-10-02,0.003284123138136197,0.004140940374671942,-0.01156208858611718,-0.011560681897098801,0.007944950522302818,0.006056676310606246,0.008246780276288224,0.020777291153647903,0.014072623187364686,0.010936468286327994,0.011126738564583016,0.00578963042800007,0.010672455435518424,0.016679865347494882,0.01902398048333831,0.016588860183671672,0.007574912314577409,0.0028137583107046282,-0.020152654351411448,0.004870908548256114
2018-10-03,0.00756391925692923,0.009388503063229026,0.012844059369492289,0.0025991257131183776,-0.011350514854906124,-0.01376046671032094,-0.015765847295191482,-0.007303514162265712,-0.006495838447991065,-0.01529472454513292,-0.008323748238131201,-0.014736352470100855,0.015348045413703826,0.021960909522949157,0.01298696458544124,0.00023173500547724046,-0.0035853846296310943,0.004569511843935281,0.0037045273205684737,0.011795095294677038
2018-10-04,-0.001317050095529959,0.009016013806562029,0.0009058382894331363,0.0025923194301764596,0.0014882064491610336,-0.00043603738162767414,-0.01336864556100581,0.010975694948935022,0.006003330233724569,0.00947084185331204,0.005690671080839982,0.004440329261973908,-0.005888428104790178,-0.009290771013217514,0.014422982050143807,-0.00889865049960914,-0.006616450166374577,-0.0028728579699609513,-0.0036908544494242967,0.0036729821641823257
